ensp	cond	symbol
H.sapiens:ENSP00000450925	ga.gdp	ACTN1
H.sapiens:ENSP00000335153	ga.gdp	HSP90AA1
H.sapiens:ENSP00000450618	ga.gdp	ACTN1
H.sapiens:ENSP00000452423	ga.gdp	ACTN1
H.sapiens:ENSP00000451086	ga.gdp	ACTN1
H.sapiens:ENSP00000451400	ga.gdp	HSP90AA1
H.sapiens:ENSP00000450712	ga.gdp	HSP90AA1
H.sapiens:ENSP00000452241	ga.gdp	HSP90AA1
H.sapiens:ENSP00000396189	ga.gdp	HSP90AA1
H.sapiens:ENSP00000305260	ga.gdp	GNB2
H.sapiens:ENSP00000305260	ga.gdp	GNB2
H.sapiens:ENSP00000399904	ga.gdp	GNB2
H.sapiens:ENSP00000399904	ga.gdp	GNB2
H.sapiens:ENSP00000401873	ga.gdp	GNB2
H.sapiens:ENSP00000401873	ga.gdp	GNB2
H.sapiens:ENSP00000389391	ga.gdp	GNB2
H.sapiens:ENSP00000389391	ga.gdp	GNB2
H.sapiens:ENSP00000390543	ga.gdp	GNB2
H.sapiens:ENSP00000390543	ga.gdp	GNB2
H.sapiens:ENSP00000400286	ga.gdp	GNB2
H.sapiens:ENSP00000400286	ga.gdp	GNB2
H.sapiens:ENSP00000377503	ga.gdp	GNB2
H.sapiens:ENSP00000377503	ga.gdp	GNB2
H.sapiens:ENSP00000390077	ga.gdp	GNB2
H.sapiens:ENSP00000390077	ga.gdp	GNB2
H.sapiens:ENSP00000413219	ga.gdp	GNB2
H.sapiens:ENSP00000413219	ga.gdp	GNB2
H.sapiens:ENSP00000377501	ga.gdp	GNB2
H.sapiens:ENSP00000377501	ga.gdp	GNB2
H.sapiens:ENSP00000273047	ga.gdp	RAB5A
H.sapiens:ENSP00000398450	ga.gdp	RAB5A
H.sapiens:ENSP00000403533	ga.gdp	RAB5A
H.sapiens:ENSP00000396632	ga.gdp	RAB5A
H.sapiens:ENSP00000411941	ga.gdp	RAB5A
H.sapiens:ENSP00000405975	ga.gdp	PPIA
H.sapiens:ENSP00000419425	ga.gdp	PPIA
H.sapiens:ENSP00000427976	ga.gdp	PPIA
H.sapiens:ENSP00000430817	ga.gdp	PPIA
H.sapiens:ENSP00000429251	ga.gdp	PPIA
H.sapiens:ENSP00000394670	ga.gdp	PPIA
H.sapiens:ENSP00000379287	ga.gdp	YWHAZ
H.sapiens:ENSP00000379287	ga.gdp	YWHAZ
H.sapiens:ENSP00000379286	ga.gdp	YWHAZ
H.sapiens:ENSP00000379286	ga.gdp	YWHAZ
H.sapiens:ENSP00000309503	ga.gdp	YWHAZ
H.sapiens:ENSP00000309503	ga.gdp	YWHAZ
H.sapiens:ENSP00000428860	ga.gdp	YWHAZ
H.sapiens:ENSP00000428860	ga.gdp	YWHAZ
H.sapiens:ENSP00000430072	ga.gdp	YWHAZ
H.sapiens:ENSP00000430072	ga.gdp	YWHAZ
H.sapiens:ENSP00000429623	ga.gdp	YWHAZ
H.sapiens:ENSP00000429623	ga.gdp	YWHAZ
H.sapiens:ENSP00000428775	ga.gdp	YWHAZ
H.sapiens:ENSP00000428775	ga.gdp	YWHAZ
H.sapiens:ENSP00000379283	ga.gdp	YWHAZ
H.sapiens:ENSP00000379283	ga.gdp	YWHAZ
H.sapiens:ENSP00000379278	ga.gdp	YWHAZ
H.sapiens:ENSP00000379278	ga.gdp	YWHAZ
H.sapiens:ENSP00000379281	ga.gdp	YWHAZ
H.sapiens:ENSP00000379281	ga.gdp	YWHAZ
H.sapiens:ENSP00000395114	ga.gdp	YWHAZ
H.sapiens:ENSP00000395114	ga.gdp	YWHAZ
H.sapiens:ENSP00000430058	ga.gdp	YWHAZ
H.sapiens:ENSP00000430058	ga.gdp	YWHAZ
H.sapiens:ENSP00000429041	ga.gdp	YWHAZ
H.sapiens:ENSP00000429041	ga.gdp	YWHAZ
H.sapiens:ENSP00000416551	ga.gdp	YWHAZ
H.sapiens:ENSP00000416551	ga.gdp	YWHAZ
H.sapiens:ENSP00000394880	ga.gdp	YWHAZ
H.sapiens:ENSP00000394880	ga.gdp	YWHAZ
H.sapiens:ENSP00000428381	ga.gdp	YWHAZ
H.sapiens:ENSP00000428381	ga.gdp	YWHAZ
H.sapiens:ENSP00000430219	ga.gdp	YWHAZ
H.sapiens:ENSP00000430219	ga.gdp	YWHAZ
H.sapiens:ENSP00000398599	ga.gdp	YWHAZ
H.sapiens:ENSP00000398599	ga.gdp	YWHAZ
H.sapiens:ENSP00000379288	ga.gdp	YWHAZ
H.sapiens:ENSP00000379288	ga.gdp	YWHAZ
H.sapiens:ENSP00000357521	ga.gdp	TPM3
H.sapiens:ENSP00000339035	ga.gdp	TPM3
H.sapiens:ENSP00000341653	ga.gdp	TPM3
H.sapiens:ENSP00000339378	ga.gdp	TPM3
H.sapiens:ENSP00000357520	ga.gdp	TPM3
H.sapiens:ENSP00000426521	ga.gdp	TPM3
H.sapiens:ENSP00000271850	ga.gdp	TPM3
H.sapiens:ENSP00000307712	ga.gdp	TPM3
H.sapiens:ENSP00000357517	ga.gdp	TPM3
H.sapiens:ENSP00000357518	ga.gdp	TPM3
H.sapiens:ENSP00000357516	ga.gdp	TPM3
H.sapiens:ENSP00000422207	ga.gdp	TPM3
H.sapiens:ENSP00000426306	ga.gdp	TPM3
H.sapiens:ENSP00000248437	ga.gdp	TUBA4A
H.sapiens:ENSP00000375938	ga.gdp	TUBA4A
H.sapiens:ENSP00000396212	ga.gdp	TUBA4A
H.sapiens:ENSP00000408194	ga.gdp	TUBA4A
H.sapiens:ENSP00000416992	ga.gdp	TUBA4A
H.sapiens:ENSP00000396061	ga.gdp	TUBA4A
H.sapiens:ENSP00000404740	ga.gdp	TUBA4A
H.sapiens:ENSP00000265729	ga.gdp	SRI
H.sapiens:ENSP00000397609	ga.gdp	SRI
H.sapiens:ENSP00000418512	ga.gdp	SRI
H.sapiens:ENSP00000378137	ga.gdp	SRI
H.sapiens:ENSP00000391148	ga.gdp	SRI
H.sapiens:ENSP00000415271	ga.gdp	SRI
H.sapiens:ENSP00000386786	ga.gdp	POTEF
H.sapiens:ENSP00000350052	ga.gdp	POTEF
H.sapiens:ENSP00000354232	ga.gdp	POTEF
H.sapiens:ENSP00000355012	ga.gdp	POTEF
H.sapiens:ENSP00000477128	ga.gdp	PFKP
H.sapiens:ENSP00000477128	ga.gdp	PFKP
H.sapiens:ENSP00000370517	ga.gdp	PFKP
H.sapiens:ENSP00000370517	ga.gdp	PFKP
H.sapiens:ENSP00000370465	ga.gdp	PFKP
H.sapiens:ENSP00000370465	ga.gdp	PFKP
H.sapiens:ENSP00000385880	ga.gdp	PFKP
H.sapiens:ENSP00000385880	ga.gdp	PFKP
H.sapiens:ENSP00000408858	ga.gdp	PFKP
H.sapiens:ENSP00000408858	ga.gdp	PFKP
H.sapiens:ENSP00000476311	ga.gdp	PFKP
H.sapiens:ENSP00000476311	ga.gdp	PFKP
H.sapiens:ENSP00000387871	ga.gdp	PFKP
H.sapiens:ENSP00000387871	ga.gdp	PFKP
H.sapiens:ENSP00000370462	ga.gdp	PFKP
H.sapiens:ENSP00000370462	ga.gdp	PFKP
H.sapiens:ENSP00000410275	ga.gdp	PFKP
H.sapiens:ENSP00000410275	ga.gdp	PFKP
H.sapiens:ENSP00000434769	ga.gdp	GPSM3
H.sapiens:ENSP00000437307	ga.gdp	GPSM3
H.sapiens:ENSP00000405026	ga.gdp	GPSM3
H.sapiens:ENSP00000403132	ga.gdp	GPSM3
H.sapiens:ENSP00000472543	ga.gdp	MYH14
H.sapiens:ENSP00000469573	ga.gdp	MYH14
H.sapiens:ENSP00000470298	ga.gdp	MYH14
H.sapiens:ENSP00000472819	ga.gdp	MYH14
H.sapiens:ENSP00000406273	ga.gdp	MYH14
H.sapiens:ENSP00000366169	ga.gdp	MYH14
H.sapiens:ENSP00000407879	ga.gdp	MYH14
H.sapiens:ENSP00000262269	ga.gdp	MYH14
H.sapiens:ENSP00000263097	ga.gdp	CNN2
H.sapiens:ENSP00000340129	ga.gdp	CNN2
H.sapiens:ENSP00000457968	ga.gdp	CNN2
H.sapiens:ENSP00000468577	ga.gdp	CNN2
H.sapiens:ENSP00000456436	ga.gdp	CNN2
H.sapiens:ENSP00000455777	ga.gdp	CNN2
H.sapiens:ENSP00000475175	ga.gdp	CNN2
H.sapiens:ENSP00000458137	ga.gdp	CNN2
H.sapiens:ENSP00000262646	ga.gdp	RAB2A
H.sapiens:ENSP00000431846	ga.gdp	RAB2A
H.sapiens:ENSP00000431589	ga.gdp	RAB2A
H.sapiens:ENSP00000432855	ga.gdp	RAB2A
H.sapiens:ENSP00000432735	ga.gdp	RAB2A
H.sapiens:ENSP00000433875	ga.gdp	RAB2A
H.sapiens:ENSP00000398054	ga.gdp	RAB2A
H.sapiens:ENSP00000388713	ga.gdp	LANCL1
H.sapiens:ENSP00000439601	ga.gdp	HMHA1
H.sapiens:ENSP00000467741	ga.gdp	HMHA1
H.sapiens:ENSP00000393323	ga.gdp	LANCL1
H.sapiens:ENSP00000316772	ga.gdp	HMHA1
H.sapiens:ENSP00000393597	ga.gdp	LANCL1
H.sapiens:ENSP00000233714	ga.gdp	LANCL1
H.sapiens:ENSP00000397646	ga.gdp	LANCL1
H.sapiens:ENSP00000405364	ga.gdp	LANCL1
H.sapiens:ENSP00000396518	ga.gdp	LANCL1
H.sapiens:ENSP00000395442	ga.gdp	LANCL1
H.sapiens:ENSP00000466365	ga.gdp	HMHA1
H.sapiens:ENSP00000466401	ga.gdp	HMHA1
H.sapiens:ENSP00000468615	ga.gdp	HMHA1
H.sapiens:ENSP00000438979	ga.gdp	HMHA1
H.sapiens:ENSP00000467525	ga.gdp	HMHA1
H.sapiens:ENSP00000468607	ga.gdp	HMHA1
H.sapiens:ENSP00000445109	ga.gdp	HMHA1
H.sapiens:ENSP00000311449	ga.gdp	RAB6A
H.sapiens:ENSP00000336850	ga.gdp	RAB6A
H.sapiens:ENSP00000443782	ga.gdp	RAB6A
H.sapiens:ENSP00000445350	ga.gdp	RAB6A
H.sapiens:ENSP00000440469	ga.gdp	RAB6A
H.sapiens:ENSP00000438842	ga.gdp	RAB6A
H.sapiens:ENSP00000443470	ga.gdp	RAB6A
H.sapiens:ENSP00000383318	ga.gdp	RAB6A
H.sapiens:ENSP00000437863	ga.gdp	RAB6A
H.sapiens:ENSP00000335029	ga.gdp	RASA3
H.sapiens:ENSP00000374195	ga.gdp	RASA3
H.sapiens:ENSP00000439008	ga.gdp	RASA3
H.sapiens:ENSP00000000233	ga.gdp	ARF5
H.sapiens:ENSP00000412701	ga.gdp	ARF5
H.sapiens:ENSP00000252242	ga.gdp	KRT5
H.sapiens:ENSP00000448767	ga.gdp	KRT5
H.sapiens:ENSP00000449783	ga.gdp	KRT5
H.sapiens:ENSP00000447209	ga.gdp	KRT5
H.sapiens:ENSP00000448041	ga.gdp	KRT5
H.sapiens:ENSP00000449651	ga.gdp	KRT5
H.sapiens:ENSP00000386229	ga.gdp	RGS14
H.sapiens:ENSP00000422329	ga.gdp	RGS14
H.sapiens:ENSP00000384515	ga.gdp	PARVB
H.sapiens:ENSP00000342492	ga.gdp	PARVB
H.sapiens:ENSP00000393758	ga.gdp	PARVB
H.sapiens:ENSP00000384353	ga.gdp	PARVB
H.sapiens:ENSP00000436358	ga.gdp	GPSM3
H.sapiens:ENSP00000432714	ga.gdp	GPSM3
H.sapiens:ENSP00000364180	ga.gdp	GPSM3
H.sapiens:ENSP00000364183	ga.gdp	GPSM3
H.sapiens:ENSP00000347872	ga.gdp	VAT1
H.sapiens:ENSP00000465239	ga.gdp	VAT1
H.sapiens:ENSP00000465946	ga.gdp	VAT1
H.sapiens:ENSP00000408553	ga.gdp	VAT1
H.sapiens:ENSP00000468621	ga.gdp	VAT1
H.sapiens:ENSP00000466322	ga.gdp	VAT1
H.sapiens:ENSP00000467131	ga.gdp	VAT1
H.sapiens:ENSP00000468146	ga.gdp	VAT1
H.sapiens:ENSP00000468401	ga.gdp	VAT1
H.sapiens:ENSP00000417773	ga.gdp	TKT
H.sapiens:ENSP00000405455	ga.gdp	TKT
H.sapiens:ENSP00000413503	ga.gdp	TKT
H.sapiens:ENSP00000391481	ga.gdp	TKT
H.sapiens:ENSP00000418340	ga.gdp	TKT
H.sapiens:ENSP00000417312	ga.gdp	TKT
H.sapiens:ENSP00000296289	ga.gdp	TKT
H.sapiens:ENSP00000253792	ga.gdp	ACLY
H.sapiens:ENSP00000466259	ga.gdp	ACLY
H.sapiens:ENSP00000445349	ga.gdp	ACLY
H.sapiens:ENSP00000377474	ga.gdp	ACLY
H.sapiens:ENSP00000464717	ga.gdp	ACLY
H.sapiens:ENSP00000468705	ga.gdp	ACLY
H.sapiens:ENSP00000345398	ga.gdp	ACLY
H.sapiens:ENSP00000417078	ga.gdp	DHX36
H.sapiens:ENSP00000309296	ga.gdp	DHX36
H.sapiens:ENSP00000330113	ga.gdp	DHX36
H.sapiens:ENSP00000418756	ga.gdp	DHX36
H.sapiens:ENSP00000419862	ga.gdp	DHX36
H.sapiens:ENSP00000419761	ga.gdp	DHX36
H.sapiens:ENSP00000444247	ga.gdp	DHX36
H.sapiens:ENSP00000310491	ga.gdp	ARHGAP1
H.sapiens:ENSP00000434883	ga.gdp	ARHGAP1
H.sapiens:ENSP00000432794	ga.gdp	ARHGAP1
H.sapiens:ENSP00000369538	ga.gdp	GDI2
H.sapiens:ENSP00000387565	ga.gdp	GDI2
H.sapiens:ENSP00000369528	ga.gdp	GDI2
H.sapiens:ENSP00000401733	ga.gdp	GDI2
H.sapiens:ENSP00000394177	ga.gdp	GDI2
H.sapiens:ENSP00000476707	ga.gdp	GDI2
H.sapiens:ENSP00000369470	ga.gdp	GDI2
H.sapiens:ENSP00000476832	ga.gdp	GDI2
H.sapiens:ENSP00000369475	ga.gdp	GDI2
H.sapiens:ENSP00000339063	ga.gdp	EEF1A1
H.sapiens:ENSP00000339053	ga.gdp	EEF1A1
H.sapiens:ENSP00000330054	ga.gdp	EEF1A1
H.sapiens:ENSP00000348651	ga.gdp	EEF1A1
H.sapiens:ENSP00000392366	ga.gdp	EEF1A1
H.sapiens:ENSP00000431657	ga.gdp	PYGL
H.sapiens:ENSP00000443787	ga.gdp	PYGL
H.sapiens:ENSP00000216392	ga.gdp	PYGL
H.sapiens:ENSP00000252699	ga.gdp	ACTN4
H.sapiens:ENSP00000439497	ga.gdp	ACTN4
H.sapiens:ENSP00000467190	ga.gdp	ACTN4
H.sapiens:ENSP00000465176	ga.gdp	ACTN4
H.sapiens:ENSP00000398393	ga.gdp	ACTN4
H.sapiens:ENSP00000411187	ga.gdp	ACTN4
H.sapiens:ENSP00000419171	ga.gdp	ACSL4
H.sapiens:ENSP00000419171	ga.gdp	ACSL4
H.sapiens:ENSP00000262835	ga.gdp	ACSL4
H.sapiens:ENSP00000262835	ga.gdp	ACSL4
H.sapiens:ENSP00000423539	ga.gdp	ACSL4
H.sapiens:ENSP00000423539	ga.gdp	ACSL4
H.sapiens:ENSP00000424808	ga.gdp	ACSL4
H.sapiens:ENSP00000424808	ga.gdp	ACSL4
H.sapiens:ENSP00000425408	ga.gdp	ACSL4
H.sapiens:ENSP00000425408	ga.gdp	ACSL4
H.sapiens:ENSP00000425378	ga.gdp	ACSL4
H.sapiens:ENSP00000425378	ga.gdp	ACSL4
H.sapiens:ENSP00000421425	ga.gdp	ACSL4
H.sapiens:ENSP00000421425	ga.gdp	ACSL4
H.sapiens:ENSP00000423077	ga.gdp	ACSL4
H.sapiens:ENSP00000423077	ga.gdp	ACSL4
H.sapiens:ENSP00000339787	ga.gdp	ACSL4
H.sapiens:ENSP00000339787	ga.gdp	ACSL4
H.sapiens:ENSP00000452738	ga.gdp	IL16
H.sapiens:ENSP00000458125	ga.gdp	IL16
H.sapiens:ENSP00000456972	ga.gdp	IL16
H.sapiens:ENSP00000453250	ga.gdp	IL16
H.sapiens:ENSP00000378155	ga.gdp	IL16
H.sapiens:ENSP00000302935	ga.gdp	IL16
H.sapiens:ENSP00000454636	ga.gdp	IL16
H.sapiens:ENSP00000378147	ga.gdp	IL16
H.sapiens:ENSP00000453131	ga.gdp	IL16
H.sapiens:ENSP00000453214	ga.gdp	IL16
H.sapiens:ENSP00000345689	ga.gdp	RAB5C
H.sapiens:ENSP00000447053	ga.gdp	RAB5C
H.sapiens:ENSP00000467144	ga.gdp	RAB5C
H.sapiens:ENSP00000449612	ga.gdp	RAB5C
H.sapiens:ENSP00000449777	ga.gdp	RAB5C
H.sapiens:ENSP00000448314	ga.gdp	RAB5C
H.sapiens:ENSP00000377440	ga.gdp	RAB5C
H.sapiens:ENSP00000432008	ga.gdp	RIC8A
H.sapiens:ENSP00000325941	ga.gdp	RIC8A
H.sapiens:ENSP00000436610	ga.gdp	RIC8A
H.sapiens:ENSP00000435167	ga.gdp	RIC8A
H.sapiens:ENSP00000433968	ga.gdp	RIC8A
H.sapiens:ENSP00000434833	ga.gdp	RIC8A
H.sapiens:ENSP00000433009	ga.gdp	RIC8A
H.sapiens:ENSP00000436192	ga.gdp	RIC8A
H.sapiens:ENSP00000434896	ga.gdp	RIC8A
H.sapiens:ENSP00000431163	ga.gdp	RIC8A
H.sapiens:ENSP00000311469	ga.gdp	GSTM1
H.sapiens:ENSP00000358838	ga.gdp	GSTM1
H.sapiens:ENSP00000234981	ga.gdp	GSTM1
H.sapiens:ENSP00000456315	ga.gdp	GSTM1
H.sapiens:ENSP00000455929	ga.gdp	GSTM1
H.sapiens:ENSP00000358834	ga.gdp	GSTM1
H.sapiens:ENSP00000300935	ga.gdp	RAB8A
H.sapiens:ENSP00000467501	ga.gdp	RAB8A
H.sapiens:ENSP00000379386	ga.gdp	LDHB
H.sapiens:ENSP00000229319	ga.gdp	LDHB
H.sapiens:ENSP00000379385	ga.gdp	LDHB
H.sapiens:ENSP00000398015	ga.gdp	LDHB
H.sapiens:ENSP00000442680	ga.gdp	LDHB
H.sapiens:ENSP00000420458	ga.gdp	PLS3
H.sapiens:ENSP00000348163	ga.gdp	PLS3
H.sapiens:ENSP00000289290	ga.gdp	PLS3
H.sapiens:ENSP00000419051	ga.gdp	PLS3
H.sapiens:ENSP00000475900	ga.gdp	PLS3
H.sapiens:ENSP00000417728	ga.gdp	PLS3
H.sapiens:ENSP00000398945	ga.gdp	PLS3
H.sapiens:ENSP00000445105	ga.gdp	PLS3
H.sapiens:ENSP00000445339	ga.gdp	PLS3
H.sapiens:ENSP00000439260	ga.gdp	PLS3
H.sapiens:ENSP00000452410	ga.gdp	GMFB
H.sapiens:ENSP00000350757	ga.gdp	GMFB
H.sapiens:ENSP00000451473	ga.gdp	GMFB
H.sapiens:ENSP00000451920	ga.gdp	GMFB
H.sapiens:ENSP00000352228	ga.gdp	PCBP2
H.sapiens:ENSP00000447670	ga.gdp	PCBP2
H.sapiens:ENSP00000352438	ga.gdp	PCBP2
H.sapiens:ENSP00000448847	ga.gdp	PCBP2
H.sapiens:ENSP00000448762	ga.gdp	PCBP2
H.sapiens:ENSP00000448927	ga.gdp	PCBP2
H.sapiens:ENSP00000448079	ga.gdp	PCBP2
H.sapiens:ENSP00000446601	ga.gdp	PCBP2
H.sapiens:ENSP00000456795	ga.gdp	PCBP2
H.sapiens:ENSP00000449070	ga.gdp	PCBP2
H.sapiens:ENSP00000388008	ga.gdp	PCBP2
H.sapiens:ENSP00000408949	ga.gdp	PCBP2
H.sapiens:ENSP00000449062	ga.gdp	PCBP2
H.sapiens:ENSP00000447068	ga.gdp	PCBP2
H.sapiens:ENSP00000456412	ga.gdp	PCBP2
H.sapiens:ENSP00000454797	ga.gdp	PCBP2
H.sapiens:ENSP00000448672	ga.gdp	PCBP2
H.sapiens:ENSP00000456842	ga.gdp	PCBP2
H.sapiens:ENSP00000475032	ga.gdp	PCBP2
H.sapiens:ENSP00000394116	ga.gdp	PCBP2
H.sapiens:ENSP00000390304	ga.gdp	PCBP2
H.sapiens:ENSP00000446130	ga.gdp	PCBP2
H.sapiens:ENSP00000432037	ga.gdp	GPSM3
H.sapiens:ENSP00000392487	ga.gdp	GPSM3
H.sapiens:ENSP00000396786	ga.gdp	GPSM3
H.sapiens:ENSP00000345236	ga.gdp	RHOC
H.sapiens:ENSP00000358656	ga.gdp	RHOC
H.sapiens:ENSP00000285735	ga.gdp	RHOC
H.sapiens:ENSP00000431392	ga.gdp	RHOC
H.sapiens:ENSP00000358652	ga.gdp	RHOC
H.sapiens:ENSP00000358651	ga.gdp	RHOC
H.sapiens:ENSP00000358650	ga.gdp	RHOC
H.sapiens:ENSP00000434310	ga.gdp	RHOC
H.sapiens:ENSP00000358646	ga.gdp	RHOC
H.sapiens:ENSP00000390823	ga.gdp	RHOC
H.sapiens:ENSP00000436240	ga.gdp	RHOC
H.sapiens:ENSP00000399424	ga.gdp	RHOC
H.sapiens:ENSP00000432209	ga.gdp	RHOC
H.sapiens:ENSP00000434877	ga.gdp	RHOC
H.sapiens:ENSP00000395791	ga.gdp	RHOC
H.sapiens:ENSP00000358647	ga.gdp	RHOC
H.sapiens:ENSP00000229239	ga.gdp	GAPDH
H.sapiens:ENSP00000380065	ga.gdp	GAPDH
H.sapiens:ENSP00000380070	ga.gdp	GAPDH
H.sapiens:ENSP00000380068	ga.gdp	GAPDH
H.sapiens:ENSP00000380067	ga.gdp	GAPDH
H.sapiens:ENSP00000265062	ga.gdp	RAB7A
H.sapiens:ENSP00000265062	ga.gdp	RAB7A
H.sapiens:ENSP00000417668	ga.gdp	RAB7A
H.sapiens:ENSP00000417668	ga.gdp	RAB7A
H.sapiens:ENSP00000417978	ga.gdp	RAB7A
H.sapiens:ENSP00000417978	ga.gdp	RAB7A
H.sapiens:ENSP00000418955	ga.gdp	RAB7A
H.sapiens:ENSP00000418955	ga.gdp	RAB7A
H.sapiens:ENSP00000417189	ga.gdp	RAB7A
H.sapiens:ENSP00000417189	ga.gdp	RAB7A
H.sapiens:ENSP00000417155	ga.gdp	RAB7A
H.sapiens:ENSP00000417155	ga.gdp	RAB7A
H.sapiens:ENSP00000418283	ga.gdp	RAB7A
H.sapiens:ENSP00000418283	ga.gdp	RAB7A
H.sapiens:ENSP00000268182	ga.gdp	IQGAP1
H.sapiens:ENSP00000453181	ga.gdp	IQGAP1
H.sapiens:ENSP00000452723	ga.gdp	IQGAP1
H.sapiens:ENSP00000398826	ga.gdp	CALD1
H.sapiens:ENSP00000411476	ga.gdp	CALD1
H.sapiens:ENSP00000395710	ga.gdp	CALD1
H.sapiens:ENSP00000401988	ga.gdp	CALD1
H.sapiens:ENSP00000394715	ga.gdp	CALD1
H.sapiens:ENSP00000354826	ga.gdp	CALD1
H.sapiens:ENSP00000354513	ga.gdp	CALD1
H.sapiens:ENSP00000390926	ga.gdp	CALD1
H.sapiens:ENSP00000416611	ga.gdp	CALD1
H.sapiens:ENSP00000407522	ga.gdp	CALD1
H.sapiens:ENSP00000393621	ga.gdp	CALD1
H.sapiens:ENSP00000419673	ga.gdp	CALD1
H.sapiens:ENSP00000355000	ga.gdp	CALD1
H.sapiens:ENSP00000376826	ga.gdp	CALD1
H.sapiens:ENSP00000445641	ga.gdp	CALD1
H.sapiens:ENSP00000264203	ga.gdp	CAPZB
H.sapiens:ENSP00000364286	ga.gdp	CAPZB
H.sapiens:ENSP00000364284	ga.gdp	CAPZB
H.sapiens:ENSP00000401010	ga.gdp	CAPZB
H.sapiens:ENSP00000392781	ga.gdp	CAPZB
H.sapiens:ENSP00000400757	ga.gdp	CAPZB
H.sapiens:ENSP00000383862	ga.gdp	CAPZB
H.sapiens:ENSP00000264202	ga.gdp	CAPZB
H.sapiens:ENSP00000443475	ga.gdp	TUBA1C
H.sapiens:ENSP00000447669	ga.gdp	TUBA1C
H.sapiens:ENSP00000448646	ga.gdp	TUBA1C
H.sapiens:ENSP00000447910	ga.gdp	TUBA1C
H.sapiens:ENSP00000301072	ga.gdp	TUBA1C
H.sapiens:ENSP00000448211	ga.gdp	TUBA1C
H.sapiens:ENSP00000349259	ga.gdp	SPTBN1
H.sapiens:ENSP00000374630	ga.gdp	SPTBN1
H.sapiens:ENSP00000334156	ga.gdp	SPTBN1
H.sapiens:ENSP00000280758	ga.gdp	BTBD11
H.sapiens:ENSP00000413889	ga.gdp	BTBD11
H.sapiens:ENSP00000447319	ga.gdp	BTBD11
H.sapiens:ENSP00000447606	ga.gdp	BTBD11
H.sapiens:ENSP00000407416	ga.gdp	BTBD11
H.sapiens:ENSP00000349690	ga.gdp	BTBD11
H.sapiens:ENSP00000448322	ga.gdp	BTBD11
H.sapiens:ENSP00000392397	ga.gdp	PCYT1A
H.sapiens:ENSP00000390968	ga.gdp	PCYT1A
H.sapiens:ENSP00000292823	ga.gdp	PCYT1A
H.sapiens:ENSP00000394617	ga.gdp	PCYT1A
H.sapiens:ENSP00000400430	ga.gdp	PCYT1A
H.sapiens:ENSP00000390458	ga.gdp	PCYT1A
H.sapiens:ENSP00000402283	ga.gdp	PCYT1A
H.sapiens:ENSP00000397888	ga.gdp	PCYT1A
H.sapiens:ENSP00000402015	ga.gdp	PCYT1A
H.sapiens:ENSP00000391405	ga.gdp	PCYT1A
H.sapiens:ENSP00000393341	ga.gdp	PCYT1A
H.sapiens:ENSP00000224237	ga.gdp	VIM
H.sapiens:ENSP00000435613	ga.gdp	VIM
H.sapiens:ENSP00000431702	ga.gdp	VIM
H.sapiens:ENSP00000391842	ga.gdp	VIM
H.sapiens:ENSP00000446007	ga.gdp	VIM
H.sapiens:ENSP00000356275	ga.gdp	CSRP1
H.sapiens:ENSP00000432110	ga.gdp	CSRP1
H.sapiens:ENSP00000434147	ga.gdp	CSRP1
H.sapiens:ENSP00000436792	ga.gdp	CSRP1
H.sapiens:ENSP00000436491	ga.gdp	CSRP1
H.sapiens:ENSP00000437218	ga.gdp	CSRP1
H.sapiens:ENSP00000345079	ga.gdp	CSRP1
H.sapiens:ENSP00000471583	ga.gdp	SMC1A
H.sapiens:ENSP00000477225	ga.gdp	SMC1A
H.sapiens:ENSP00000471963	ga.gdp	SMC1A
H.sapiens:ENSP00000476457	ga.gdp	SMC1A
H.sapiens:ENSP00000469604	ga.gdp	SMC1A
H.sapiens:ENSP00000472591	ga.gdp	PLS3
H.sapiens:ENSP00000473121	ga.gdp	PLS3
H.sapiens:ENSP00000471121	ga.gdp	PLS3
H.sapiens:ENSP00000469895	ga.gdp	PLS3
H.sapiens:ENSP00000472532	ga.gdp	PLS3
H.sapiens:ENSP00000472059	ga.gdp	PLS3
H.sapiens:ENSP00000472841	ga.gdp	PLS3
H.sapiens:ENSP00000475533	ga.gdp	PLS3
H.sapiens:ENSP00000471952	ga.gdp	PLS3
H.sapiens:ENSP00000469190	ga.gdp	PLS3
H.sapiens:ENSP00000476998	ga.gdp	TKT
H.sapiens:ENSP00000476754	ga.gdp	TKT
H.sapiens:ENSP00000476625	ga.gdp	TKT
H.sapiens:ENSP00000476696	ga.gdp	TKT
H.sapiens:ENSP00000477075	ga.gdp	TKT
H.sapiens:ENSP00000477424	ga.gdp	TKT
H.sapiens:ENSP00000477275	ga.gdp	TKT
H.sapiens:ENSP00000470861	ga.gdp	FLNA
H.sapiens:ENSP00000470861	ga.gdp	FLNA
H.sapiens:ENSP00000470861	ga.gdp	FLNA
H.sapiens:ENSP00000469433	ga.gdp	FLNA
H.sapiens:ENSP00000469433	ga.gdp	FLNA
H.sapiens:ENSP00000469433	ga.gdp	FLNA
H.sapiens:ENSP00000471999	ga.gdp	FLNA
H.sapiens:ENSP00000471999	ga.gdp	FLNA
H.sapiens:ENSP00000471999	ga.gdp	FLNA
H.sapiens:ENSP00000472325	ga.gdp	FLNA
H.sapiens:ENSP00000472325	ga.gdp	FLNA
H.sapiens:ENSP00000472325	ga.gdp	FLNA
